pontosfrageis,pontosfortes,,
"1.	Ausência de relações de cooperação entre a família e a escola.

2.	Presença do uso ou abuso de drogas lícitas e ilícitas no ambiente familiar

1.	Ausência de referência de autoridade e limites definidos e respeitados

3.	Baixas expectativas e baixo investimento familiar em relação ao futuro e projeto de vida do adolescente

2.	Baixas expectativas e baixo nível de confiança do adolescente em relação ao sistema familiar

6. Carência de um projeto mais concreto de         mobilização e conscientização dos alunos e da comunidade.
7. Falta de oportunidade concreta para a inserção profissional do adolescente ao mercado de trabalho.

     8.  Grupos onde ambientes envolvam uso de drogas.

9. Facilidade e disponibilidade da compra e uso das drogas.","1.	Desenvolvimento de trabalhos avulsos em sala de aula visando à promoção da saúde.

2.	Participação do PROERD, projeto da Polícia Militar que atende os alunos do 5º ano e 7º ano no ambiente escolar.

1.	Presença de regras claras e referências de autoridade na escola.

3.	Relação de respeito entre educador e aluno.

2.	Participação do Período Integral onde são desenvolvidas oficinas recreativas de promoção a saúde.

4.	Apoio uma vez por semana do CRAS atendendo aos jovens e crianças com atividades lúdicas, reforço escolar entre outras atividades.",3,PUD002-2014.1-A
"1.	Ausência de relações de cooperação entre a família e a escola.

2.	Presença do uso ou abuso de drogas lícitas e ilícitas no ambiente familiar

1.	Ausência de referência de autoridade e limites definidos e respeitados

3.	Baixas expectativas e baixo investimento familiar em relação ao futuro e projeto de vida do adolescente

2.	Baixas expectativas e baixo nível de confiança do adolescente em relação ao sistema familiar

6. Carência de um projeto mais concreto de         mobilização e conscientização dos alunos e da comunidade.
7. Falta de oportunidade concreta para a inserção profissional do adolescente ao mercado de trabalho.

8.  Grupos onde ambientes envolvam uso de drogas.

9. Facilidade e disponibilidade da compra e uso das drogas.","1.	Desenvolvimento de trabalhos avulsos em sala de aula visando à promoção da saúde.

2.	Participação do PROERD, projeto da Polícia Militar que atende os alunos do 5º ano e 7º ano no ambiente escolar.

1.	Presença de regras claras e referências de autoridade na escola.

3.	Relação de respeito entre educador e aluno.

2.	Participação do Período Integral onde são desenvolvidas oficinas recreativas de promoção a saúde.

4.	Apoio uma vez por semana do CRAS atendendo aos jovens e crianças com atividades lúdicas, reforço escolar entre outras atividades.",3,PUD002-2014.1-A
"Relações amistosas e de cooperação entre família e escola;

respeito mútuo, compreensão e compromisso entre agentes educativos;

articulação da escola com parcerias e equipamentos sociais para fortalecimento da sua ação educativa;

promoção de atividades sociais, esportivas e culturais;

coerência e congruência entre professores, diretores e servidores na aplicação de normas e regras escolares.","Presença de confiança e afetividade no ambiente escolar;

estímulo e exercício dos princípios de altruísmo, cooperação.

abordagem reflexiva e pedagógica junto aos aluns, centrada em uma postura protetiva e inclusiva;

fortes vínculos afetivos entre professores e alunos;

estímulo à prática das atividades escolares.",3,PUD002-2014.1-A
"	Relação conflituosa na família ;
	Ausência de referência familiar, de autoridade e de limites ;
	Ausência de relações de cooperação entre família e a escola;
	Baixas expectativas e confiança dos alunos adolescentes em relação a família;
	Desmotivação e desinteresse às atividades escolares;","	Realização de programas de prevenção do envolvimento com drogas pela escola com palestras com doutores psiquiatras ou psicólogos, projeto PROERJ prevenção de drogas feito pela Polícia Militar em 2013. 
	Estímulo e motivação para as atividades escolares com projetos, comprometimento dos docentes e equipe gestora;
	A escola como ambiente protetor e seguro, pois quando necessário, a direção apoia os professores no que diz respeito as relações conturbadas entre alunos no pátio ou no ambiente de sala de aula.
	Relação harmoniosa entre professor e aluno no contexto escolar e fora dele;
	Projeto Político e Pedagógico e regimento interno adaptados para as necessidades dos alunos visando a realidade que estão inseridos.",3,PUD002-2014.1-A
"- Desmotivação e desengajamento em relação às atividades escolares, por parte dos alunos.
 - Relações com os colegas usuários de drogas dentro da escola.
 - Realização de trabalho em condições adversas, como atividades ilícitas, trabalho infantil.
 - Ausência de familiares e/ou responsáveis pelos alunos.
 - Despreparo da equipe docente em tratar do tema em questão.","- Pertencimento e valorização do aluno pela escola.
 - Presença de regras claras e referências de autoridade na escola.
 - Relações de respeito entre educador e aluno.
 - Experiências positivas de aprendizagens.
 - Estímulo e motivação para as atividades escolares.
 - A escola como ambiente seguro e protetor.
 - Oportunidades concretas para a inserção profissional do adolescente.",3,PUD002-2014.1-A
"-Desmotivação e desengajamento em relação às atividades escolares, por parte dos alunos.
 - Relações com os colegas usuários de drogas dentro da escola.
 - Realização de trabalho em condições adversas, como atividades ilícitas, trabalho infantil.
 - Ausência de familiares e/ou responsáveis pelos alunos.
 - Despreparo da equipe docente em tratar do tema em questão.","- Pertencimento e valorização do aluno pela escola.
 - Presença de regras claras e referências de autoridade na escola.
 - Relações de respeito entre educador e aluno.
 - Experiências positivas de aprendizagens.
 - Estímulo e motivação para as atividades escolares.
 - A escola como ambiente seguro e protetor.
 - Oportunidades concretas para a inserção profissional do adolescente.",3,PUD002-2014.1-A
"1-Presença do uso ou abuso de drogas lícitas e ilícitas no ambiente familiar;

2-Relações conflituosas na família;

3-Ausência de referência de autoridade e limites definidos e respeitados;

4-Rigidez ou permissividade na negociação de regras familiares;

5-Baixas expectativas e baixo investimento familiar em relação ao futuro e projeto de vida do adolescente;

6-Baixas expectativas e baixo nível de confiança do adolescente em relação ao sistema familiar;

7-Ausência de relações de cooperação entre a família e a escola; 

8-Desmotivação e desengajamento em relação às atividades escolares;

9-Grupos cujos ambientes de lazer envolvem uso de álcool e drogas;

10-O adolescente só pertence a grupos com predominância de hábitos não saudáveis.","1-Relações de respeito mútuo, compromisso e cooperação entre agentes educativos; 

2-Estímulo à prática das atividades escolares; 

3-Promoção de práticas escolares participativas, criativas e estimulantes; 

4-Presença de afetividade e confiança no ambiente escolar; 

5-Estímulo e exercício dos princípios de altruísmo, cooperação; 

6-Pertencimento e valorização do aluno pela escola;

7-Relações de respeito entre educador e aluno;

8-Realização de palestras de prevenção do envolvimento com drogas pela escola;

9-Presença de diálogo em algumas famílias como estratégia para lidar com conflitos;

10-O adolescente se sentir pertencente a grupos de amigos.",3,PUD002-2014.1-A
"Falta de participação dos pais
Indisciplina
Salas muito numerosas
Brigas na sala de aula
falta de professor","Ensino
Estrutura da escola
Povo unido
Relações entre professor e aluno
Material didatico",3,PUD002-2014.1-A
"- Famílias desestruturadas.
- Famíliares, pessoas próximas usuária de bebida, tabaco e outros tipos de dorgas.
- Desinteresse escolar por parte da família, o que acaba prejudicando o próprio aluno.
- Alunos com sérios problemas psicológicos.
- Alunos agredidos física e psicologicamente.","- Bom relacionamento de funcionários com os alunos e famílias presentes.
- Parcerias com Conselho Tutelar, CRAS, CREA.
- Voluntários que trabalham na escola com esportes voltados para desenvolvimento do caráter.
- Trabalho de formaçãp pessoal e social e de prevenção a diversos assuntos relacionados ao dia a dia deles.",3,PUD002-2014.1-A
Não há pontos frágeis relativos ao tema drogas na nossa escola.,"Clientela de crianças na faixa etária de 6 a 10 anos;
Diversas parcerias com representantes da sociedade civil;
Representatividade nos conselhos municipais de direito;
Oferta de programas e projetos;
Participação da família na vida escolar dos filhos.",3,PUD002-2014.1-A
"-Presença do uso ou abuso de drogas lícitas e ilícitas no ambiente escolar.
-Relações conflituosas na família.
-Ausência de referência de autoridade e limites definidos e respeitados.
-Baixas expectativas e baixo investimento familiar em relação ao futuro e projeto de vida do adolescente.
-Ausência de relações e cooperação entre família e  a escola.","-Pertencimento e valorização do aluno pela escola.
-Relações de respeito entre educador e aluno.
-Estímulo e motivação para as atividades escolares.
-Escola como ambiente seguro e protetor.
-Pertencimento e valorização do aluno pela escola.",3,PUD002-2014.1-A
"1. Relações de respeito mútuo, compromisso e cooperação entre agentes educativos.
2. Verbalização de expectativas positivas com relação ao desenvolvimento e desempenho dos alunos.
3. Definição, comunicação e negociação de normas, regras e limites.
4. Presença de afetividade e confiança no ambiente escolar.
5. Conhecimento da realidade dos educandos e familiares, por se tratar de um município de pequeno porte.","1. Ausência de uma infraestrutura escolar adequada para trabalhar projetos relacionados ao tema.
2. Ausência de uma rede de apoio (parcerias) estruturada.
3. Dificuldade em estreitar os laços entre a família e o ambiente escolar. 
4. Dificuldade em despertar nos educandos o estímulo à prática das atividades escolares.
5. Dificuldade em abordar o assunto por falta de conhecimento adequado sobre o tema.",3,PUD002-2014.1-A
"-salas de aula com grande número de alunos.
-alunos desinteressados.
-pouco acesso a tecnologia.
-participação da família.
-mais atividades culturais.","- alto índice de desempenho na OBMEP.
-escola limpa, organizada, xerox....
-relacionamento entre funcionários ,diretora , vice.",3,PUD002-2014.1-A
"	Assistência familiar;

	Ausência de cooperação entre família e escola;

	Convívio de alunos com focos de drogas ilícitas;

	Convívio e acesso fácil a pessoas envolvidas com outros tipos de drogas;

	Morosidade de atendimento junto às outras redes sociais.","	Profissionais envolvidos e comprometidos;

	Desenvolvimento de Projetos Pedagógicos Interdisciplinares;

	Variedade de material pedagógico e tecnológico;

	Bom relacionamento dos alunos com a escola;

	Experiências positivas de inclusão.",3,PUD002-2014.1-A
"Alunos moradores de bairros mistos
falta de compromisso com o outro (por parte de alguns colegas)
Rotina dura das pessoas, que quase não tem tempo.","Boa vontade e interesse em ajudar de muitos colegas.
Equipe diretiva compromissada com os alunos.
Boa localização da escola
Alunos (na maioria) estruturados.",3,PUD002-2014.1-A
".Há professores descomprometidos;
.Existências de áreas de risco próximo;
.Histórico de uso de drogas na comunidades;
.Violência derivada das drogas;
.Falta de apoio da Secretaria Educação",".- Gestão participativa e democrática;
- Comprometimento de 99% dos profissionais;
- Parcerias estabelecidas da comunidade com a escola;
- Existência de um PPP dinâmico e construido colaborativamente;
- Desejo de atualizações e mudanças.",3,PUD002-2014.1-A
"1. Falta de servidores para estruturar um trabalho de melhor qualidade;
2. Falta de um estudo sobre o envolvimento dos estudantes com as drogas;
3. Falta de trabalhos com oficinas, debates, leitura de livros e discussão de filmes com os alunos;
4. Necessidade de um projeto de prevenção;
5. Falta de parcerias com instituições afins ou ONG&#039;s capazes de enriquecer o projeto;","1. Excelente estrutura física e humana;
2. Ensino de qualidade;
3. Estímulo às atividades acadêmicas;
4. Relações de respeito mútuo entre todos os atores envolvidos;
5. Aproximação entre família e escola;",3,PUD002-2014.1-A
"Banalização do uso de cigarro nas dependências da escola.

Não há atuação de prevenção.

Parcerias que agem somente quando confirmado evasão escolar",Atendimento - encaminhamentos médicos.,3,PUD002-2014.1-A
"* Há uma grande consumos e tráfico de drogas em torno da escola facilitando o acesso a mesma.
* O consumo de drogas é visto como algo normal, ou seja, os alunos não se abatem ao ver alguém consumindo.
* O grupo de professores não é unido e não existe um projeto de todos, mas sim individualizado.
* Como existe uma presença e fiscalização de olheiros dentro da escola, a maioria dos profissionais tem medo de trabalhar o tema. 
* No projeto político-pedagógico não há nenhum registro sobre como lidar com esse tema, forma de prevenção.","* A escola tem uma estrutura muito boa com quadras, sala de vídeo, laboratório, informática.
* Há o projeto mais educação que funciona bem dentro da escola.
* Apesar dos professores não serem unidos, são bem qualificados e dinâmicos.
* Existem projetos nas proximidades da escola como aula de natação e futebol e a escola é aberta à comunidade nos finais de semana.
*A escola de certa forma tem tentado ajudar as famílias que apresentam problemas com drogas, mas de forma individual.",3,PUD002-2014.1-A
"adolescentes com familias,separadas,alguns de abrigo ,muitos moram com os avos ,tios.condiçao socioeconomica","projeto policia e juventude,projeto da policia militar proerd,patrulhamento escolar,professores que buscam capacitaçao equipe envolvida",3,PUD002-2014.1-A
"- Desconhecimento da realidade de algumas das famílias atendidas pela escola.
- Indisponibilidade de tempo por parte de alguns familiares para participar dos eventos da escola;
-  Alunos oriundos de outros bairros e cidades.","- O gestor é encontrado com freqüência na escola;
- A escola utiliza com responsabilidade a autonomia;
- A escola faz bom uso do recurso financeiro;",3,PUD002-2014.1-A
"1. Ausência de uma infraestrutura escolar adequada para trabalhar projetos relacionados ao tema;

2. Ausência de uma rede de apoio (parcerias) estruturada;

3. Dificuldade em estreitar os laços entre a família e o ambiente escolar;
 
4. Dificuldade em despertar nos educandos o estímulo à prática das atividades escolares;

5. Dificuldade em abordar o assunto por falta de conhecimento adequado sobre o tema.","1. Relações de respeito mútuo, compromisso e cooperação entre agentes educativos;

2. Verbalização de expectativas positivas com relação ao desenvolvimento e desempenho dos alunos;

3. Definição, comunicação e negociação de normas, regras e limites;

4. Presença de afetividade e confiança no ambiente escolar;

5. Conhecimento da realidade dos educandos e familiares, por se tratar de um município de pequeno porte.",3,PUD002-2014.1-A
"Como a clientela da nossa é formada por alunos entre 6 e 10 anos não temos alunos usuários, mas pode-se destacar como ponto frágil a situação familiar, temos alunos que convivem com parentes que são usuários.","O ponto mais forte para se destacar são as parcerias, que nos ajudam deste a orientação aos professores e funcionários e até na formação dos alunos. Dentre estas parcerias, podemos destacar: CRAS - CREAS - Policia Militar (PROERD), Conselho Tutelar, Secretarias de Saúde e de Desenvolvimento Social",3,PUD002-2014.1-A
"-Grande movimentação de alunos que frequenta a escola por período temporário.
-Carência afetiva e falta de apoio da família e/ou responsáveis.
-Influências dos círculos de amizades de outras comunidades.
-convívio com a família ou pessoas próximas que são usuários ou dependentes.","-Grande números de funcionários comprometido com trabalho.
-Trabalho com projetos como: Escola Viva, Jogos de capoeira, Projeto Jandira, Proerd.
-Apoio da comunidade: Posto de Saúde, Conselho Tutelar, Segurança Publica.",3,PUD002-2014.1-A
"-Evasão Escolar  

- Conflitos familiares

- Comprometimento parcial do professor

-Área interna ociosa e escura, servindo
 de acesso a alunos mal intencionados.

-Ausência dos pais na escola.

- Ponto de drogas no entorno da escola.","- Atividades esportivas, sociais e culturais.

- Estímulo à prática das atividades escolares.

- Confiança no ambiente escolar.

- Bom entrosamento com os alunos.

- Merenda escolar de qualidade.

- Relações abertas, sem atitudes negativas e punições.",3,PUD002-2014.1-A
"Os pontos frágeis da instituição é que:

 _ a Escola Estadual Juscelino Kubitschek de Oliveira está localizada em uma comunidade de risco e dessa maneira muitos alunos são usuários de droga; 

- não há programas voltados para o combate ao uso de drogas; 

- as redes de apoio ainda são frágeis, embora haja postos de saúde na redondeza; 

- há alunos que &quot;trabalham&quot; com os grupos criminosos que atuam vendendo drogas na região.
_ A parceria entre a família e a escola ainda necessita de ser trabalha tendo em vista que os pais só aparecem na escola quando são chamados para resolver problemas individuais de seus filhos.","Os pontos forte da escola são:

- O Direitor e os Vice-diretorores são atentos à questão da droga na escola e observam atentamente os alunos para que não haja venda de droga no seu interior.

- Embora os alunos apresentam grandes problemas familiares, eles não são violentos;

- A relação entre os professores e alunos é saudável, e alguns alunos buscam os professores como ponto de apoio.

- Os alunos têm a escola como o lugar saudável e gostam de permanecer em seu interior.

- O projeto de tempo integral é importante na vida de muitos alunos pois permitem que eles fiquem distante da rua.",3,PUD002-2014.1-A
"•	Ausência de conhecimento e controle da escola sobre a presença de drogas;
•	Proximidade da rede de distribuição de drogas com a escola;
•	Ausência de referência de autoridade e limites definidos e respeitados;
•	Presença de violência como estratégia para lidar com conflitos;
•	Baixas expectativas e baixo nível de confiança do adolescente em relação ao sistema familiar.","•	Relação de respeito entre educador e aluno;
•	Estimulo e motivação para as atividades escolares;
•	Realização de projetos de prevenção do envolvimento com drogas pela escola;
•	Verbalização de expectativas positivas com relação ao desenvolvimento e desempenho dos alunos;
•	Definição, comunicação e negociação de normas, regras e limites.",3,PUD002-2014.1-A
"1- Falta de oportunidade para a continuação dos estudos e conseguir bons empregos;
2- Consumo de bebidas e álcool, seguindo o modelo familiar;
3- Camuflagem do uso de drogas ilícitas;
4- Não continuidade de alguns projetos como PEAS Juventude ;
5-Falta de perspectiva por parte dos alunos;","1- Elaboração de atividades escolares variadas para atender os interesses do maior número de alunos possível;
2- Esclarecimento sobre regras e direitos dos alunos;
3- Parceria com a comunidade;
4- Incentivo à busca de outras instituições: Universidades, posto de saúde, Conselho Tutelar, gerando parcerias;
5- Participação em projetos como PEAS e PROERD;",3,PUD002-2014.1-A
"Comunidade envolvida com o trafico de drogas, pessoas usando drogas durante o dia, participação de familiares, vizinhos e conhecidos com problemas de drogas, uso de drogas dentro e fora do colégio, estrutura precária que permite a entrada de estranhos e a passagem de drogas para os alunos.","Aulas sobre os malefícios do uso de drogas, fiscalização de área interna e externa que coibi o uso de drogas, acompanhamento sistemático de alunos com indicativos de uso de drogas, solicitação da família em casos de suspeita de uso de drogas, atividades motivadoras nas aulas quanto a prevenção ao uso de drogas.",3,PUD002-2014.1-A
"Famílias desestruturadas e desinteressadas em relação a seus filhos e a escola;
Escola com estrutura de CIEP, área muito grande com poucos profissionais responsáveis por vigiar a escola;
Falta de motivação de alguns professores.
Comunidade com grande quantidade de pessoas usuárias de bebida alcoólicas alguns usuários de maconha, entendendo-se como um fator cultural da área.","Parcerias com instituições sociais como: A.A., Conselho Tutelar, Posto de Saúde, Sistema SESI FIRJAN;
Atividades extracurriculares voltadas para a promoção da autoestima e participação da família e dos alunos;
Cursos profissionalizantes; 
Palestras e dinâmicas sobre prevenção ao uso de drogas.",3,PUD002-2014.1-A
"Vulnerabilidade social;
Falta de emprego, a renda familiar é sazonal;
Falta de espaço para atividades físicas e lazer na escola;
Localizada próximo dos pontos comercializadores de tal produtos;
Pais separados ou presos;
pais alcóolatras ou usuários de substâncias ilícitas;
pais que não impõem limites nem acreditam que a educação é fator prioritário.","projetos pedagógicos de conscientizaçao ;
bom relacionamento entre escola e comunidade;
Afetividade entre professores e alunos;
Escola aberta nos três turnos.
Abertura para os pais participarem da escola.",3,PUD002-2014.1-A
"•	Algumas turmas  com taxa de distorção (idade/série) e taxa de reprovação superior à média brasileira.
•	Taxa de abandono em algumas turmas, superior à média do Brasil.
•	Pouca participação dos pais na vida escolar dos alunos.
•	Falta de profissionais especializados que possam ajudar os professores no ensino-aprendizagem de alunos portadores de deficiência.
•	Necessita de melhorias na parte externa destinadas a recreação dos alunos do tempo integral.","•	Apoio pedagógico eficiente. Material pedagógico satisfatório destinado a auxiliar os professores.
•	Parte da carga horária é destinada ao planejamento, sendo essa remunerada.
•	Alta proficiência dos alunos nas avaliações externas (PROEB / PROALFA/ PROVA BRASIL).
•	Professores dedicados e atuantes.
•	A escola oferece oficinas extraturno aos discentes (Tempo Integral).",3,PUD002-2014.1-A
"Os pontos frágeis da escola; 
Alguns pais ausentes;
Alunos que vem de outros bairros, dificultando às vezes um contato maior entre família e escola;
Alunos com baixa autoestima; 
Alunos faltosos;
Algumas famílias desestruturadas.
Falta de incentivo de alguns pais aos filhos quanto à aprendizagem do Falta diálogo entre os membros das famílias;
Alguns pais ausentes nas reuniões.","Os pontos fortes é que a Escola está sempre presente na Comunidade, com eventos que proporcionam a interação da família. 
Outro fator muito importante é que os envolvidos com a escola estão sempre comprometidos com o aprendizado dos alunos.
O diálogo é uma das ferramentas muito importante na escola. 
Professores empenhados no trabalho,
Reuniões pedagógicas, 
Projetos voltados sempre para o aprendizado,
Ambiente saudável. 
Escola com uma área muito boa para recreação, 
Gestor presente na unidade,
Professores empenhados em se atualizar.
Transporte escolar dentro do horário.",3,PUD002-2014.1-A
". A escola possui uma clientela em que a família precisa ser trabalhada, pois em sua maioria a própria família não é estruturada.
    . Os alunos até são &quot;bonzinhos&quot; como dizem, mas são muito carentes.
    . A estrutura da própria cidade incentiva os adolescentes a beberem cedo e por sua vez até mesmo utilizarem drogas, porque são incentivados muitas vezes pela própria família que por falta de estrutura vivem assim e acham que é certo.",". A escola se preocupa com o dia a dia   do aluno.
   . quando começam a serem faltosos prontamente a supervisão liga para o responsável, esperando um retorno.
   . O aluno quando muda de comportamento inesperadamente, logo os professores começam um trabalho em conjunto com a escola e se possível família, para uma solução .",3,PUD002-2014.1-A
"Localizado na divisa dos Municípios de Curitiba e Pinhais.
Tráfico de drogas nos dois municípios de fácil acesso.
Pais de alunos utilizam drogas lícitas e ilícitas.
Conflitos familiares envolvendo os pais das crianças.
Violência no ambiente familiar atinge o desenvolvimento do aluno.","Apesar da localização, algumas famílias realizam lazer entre os componentes familiares. 
Mesmo com o tráfico de drogas, muitas famílias conseguem ficar sem o abuso de drogas.
Pais que não usam de drogas nenhuma.
Muitas crianças moram com famílias bem estruturada.
Lares onde o respeito e a valorização da criança ajuda em seu desenvolvimento.",3,PUD002-2014.1-A
"* Paredes com acesso direto à rua, bem como salas muito pequenas (aspecto físico);
 * Falta de engajamento (união) dos profissionais da educação em prol do bem comum dos alunos;
 * Falta apoio para desenvolvimento de projetos por parte da direção/especialistas;
 * Dificuldade de identificação dos alunos que fazem uso de drogas ilícitas.","* Alunos participativos em projetos (principalmente no Projeto &quot;Festival de Música e Dança do Emília&quot;);
 * Bom número de alunos que tocam instrumentos musicais e cantam;
 * Direção muito organizada no  aspecto geral;
 * Ausência da prática de bullying (turno matutino e noturno);
 *  Alunos abertos a inovações.",3,PUD002-2014.1-A
"-Grande parte da população é de classe baixa.

-Baixo envolvimento das famílias com projetos escolares.

-Falta de autoridade e limites definidos em casa.

-Alto consumo de bebida alcoólica no município.

-Relações com colegas usuários de drogas dentro da escola.","-A comunidade escolar é pequena

-Boa parte dos funcionários conhecem os alunos e famílias

-Boa convivência da comunidade escolar/alunos

-Entre alunos há poucos casos de envolvimento com drogas

-Boa articulação da escola com parcerias e equipamentos sociais.",3,PUD002-2014.1-A
"Ausência de profissionais  envolvidos no curso de prevenção de drogas.

Pouca participação dos familiares no processo educativo

Ausência de palestras sobre as drogas ou de trabalhos interdisciplinares.

Algumas turmas demonstram total falta de interesse em aprender e a se desenvolver

A escola não dispoem de rede wifi","Alunos mais velhos, mais interessados e com um poder de análise crítica maior.

Professores são parceiros uns dos outros, precisando apenas de mais incentivo na elaboração de projetos

A escola possui auditório e data show, o que possibilita apresentar vídeos, palestras.

Nas proximidades da escola não há uma comunidade perigosa.",3,PUD002-2014.1-A
"baixo índice de presença dos pais
álcool e drogas nas famílias
famílias desestruturadas
crianças com dificuldade em aprendizado","estimulação aos estudos
projetos voltados para a interação e estimulação dos alunos
projetos pedagógicos que estimulam o desenvolvimento escolar",3,PUD002-2014.1-A
"1-A falta de conhecimento ou consciência do problema;
2- Falta de oportunidade para envolvimento social,
3- O fracasso escolar e a falta de vínculos na escola;
4- Fácil acesso às drogas;
5-Condições pedagógicas que não atendam as dificuldades de aprendizagem.","1-um clima escolar afetivo no qual o estudante possa contar com apoio pedagógico;
2-  Procura envolver os jovens com responsabilidade nas tarefas e decisões escolares;
3-Parâmetros claros e consistentes;
4- Prevenção afetiva e educativa (informação), em conjunto com os pais;
5-  Incentivar os desafios e conquistas (auto-estima); auxiliá-los a lidar com frustrações, raiva, ou seja, com emoções.",3,PUD002-2014.1-A
"-Grande parte da população é de classe baixa.

-Baixo envolvimento das famílias com projetos escolares.

-Falta de autoridade e limites definidos em casa.

-Alto consumo de bebida alcoólica no município.

-Relações com colegas usuários de drogas dentro da escola.","-A comunidade escolar é pequena

-Boa parte dos funcionários conhecem os alunos e famílias

-Boa convivência da comunidade escolar/alunos

-Entre alunos há poucos casos de envolvimento com drogas

-Boa articulação da escola com parcerias e equipamentos sociais.",3,PUD002-2014.1-A
"1.	Segurança: escola afastada do centro urbano e das unidades policiais e Conselho Tutelar.
2.	Conflitos familiares: muitos casos de agressão física entre adultos e com as crianças.
3.	Alto índice de bebidas alcóolicas pelos pais dos alunos: cultura do uso da cachaça pelo histórico de pessoas provenientes de zona rural ou por serem trabalhadores rurais.
4.	Infra-estrutura da escola: muro do prédio da escola, permite a saída de alunos ou até mesmo a entrada de estranhos.
5.	Baixo poder aquisitivo da maioria da população: questão que induz ao uso de bebidas alcóolicas e que pode influenciar ao tráfico de drogas como alternativa de renda.","1.	Boa relação alunos professores: relacionamento é amistoso e respeitoso, tratam-se pelos nomes, e os alunos comparecem quando convocados para participarem de atividades extra turno.
2.	Bom desempenho dos alunos nas avaliações externas: o desempenho satisfatório dos alunos que nos últimos anos vem atingindo as metas propostas.
3.	PEAS - Programa de Educação afetivo sexual: iniciativa público privada que realiza oficinas mensais na escola com os adolescentes promovendo o protagonismo, a orientação afetivo-sexual, cidadania, prevenção das DST.
4.	Atividades escolares: as atividades escolares com as quais os alunos mais se identificam são as culturais (Coral, Boi, Banda Mirim, Folia) e esportivas (treinos para os Jemg).
5.	PSE – Programa Saúde na Escola: parceria que conta com a participação da equipe da Estratégia Saúde da Família.",3,PUD002-2014.1-A
"1.	Segurança: escola afastada do centro urbano e das unidades policiais e Conselho Tutelar.
2.	Conflitos familiares: muitos casos de agressão física entre adultos e com as crianças.
3.	Alto índice de bebidas alcoólicas pelos pais dos alunos: cultura do uso da cachaça pelo histórico de pessoas provenientes de zona rural ou por serem trabalhadores rurais.
4.	Infra-estrutura da escola: muro do prédio da escola, permite a saída de alunos ou até mesmo a entrada de estranhos.
5.	Baixo poder aquisitivo da maioria da população: questão que induz ao uso de bebidas alcoólicas e que pode influenciar ao tráfico de drogas como alternativa de renda.","1.	Boa relação alunos professores: relacionamento é amistoso e respeitoso, tratam-se pelos nomes, e os alunos comparecem quando convocados para participarem de atividades extra turno.
2.	Bom desempenho dos alunos nas avaliações externas: o desempenho satisfatório dos alunos que nos últimos anos vem atingindo as metas propostas.
3.	PEAS - Programa de Educação afetivo sexual: iniciativa público privada que realiza oficinas mensais na escola com os adolescentes promovendo o protagonismo, a orientação afetivo-sexual, cidadania, prevenção das DST.
4.	Atividades escolares: as atividades escolares com as quais os alunos mais se identificam são as culturais (Coral, Boi, Banda Mirim, Folia) e esportivas (treinos para os Jemg).
5.	PSE – Programa Saúde na Escola: parceria que conta com a participação da equipe da Estratégia Saúde da Família.",3,PUD002-2014.1-A
"1.	Segurança: escola afastada do centro urbano e das unidades policiais e Conselho Tutelar.
2.	Conflitos familiares: muitos casos de agressão física entre adultos e com as crianças.
3.	Alto índice de bebidas alcóolicas pelos pais dos alunos: cultura do uso da cachaça pelo histórico de pessoas provenientes de zona rural ou por serem trabalhadores rurais.
4.	Infra-estrutura da escola: muro do prédio da escola, permite a saída de alunos ou até mesmo a entrada de estranhos.
5.	Baixo poder aquisitivo da maioria da população: questão que induz ao uso de bebidas alcóolicas e que pode influenciar ao tráfico de drogas como alternativa de renda.","1.	Boa relação alunos professores: relacionamento é amistoso e respeitoso, tratam-se pelos nomes, e os alunos comparecem quando convocados para participarem de atividades extra turno.
2.	Bom desempenho dos alunos nas avaliações externas: o desempenho satisfatório dos alunos que nos últimos anos vem atingindo as metas propostas.
3.	PEAS - Programa de Educação afetivo sexual: iniciativa público privada que realiza oficinas mensais na escola com os adolescentes promovendo o protagonismo, a orientação afetivo-sexual, cidadania, prevenção das DST.
4.	Atividades escolares: as atividades escolares com as quais os alunos mais se identificam são as culturais (Coral, Boi, Banda Mirim, Folia) e esportivas (treinos para os Jemg).
5.	PSE – Programa Saúde na Escola: parceria que conta com a participação da equipe da Estratégia Saúde da Família.",3,PUD002-2014.1-A
,,3,PUD002-2014.1-A
"Insensibilidade e distanciamento na relação professor- aluno.
Frustração e pressão diante das experiências de aprendizagem.
Desmotivação e desengajamento em relação às atividades escolares.
Vivência de exclusão nas relações escolares.
Presença do uso ou abuso de drogas licitas e ilícitas no ambiente escolar.","Realização de programas de prevenção do envolvimento com drogas pela escola.
Pertencimento e valorização do aluno pela escola.
Grupo de amigos- o grupo que dá espaço ao adolescente para se manifestar, ser protagonista.
Presença de diálogo como estratégias para lidar com conflitos.
Experiências positivas de aprendizagem.",3,PUD002-2014.1-A
"1.     Presença do uso de drogas lícitas e ilícitas no ambiente familiar.
2.	Ausência de parcerias com entidades sociais.
3.	Relações conflituosas na família.
4.	Ausência de referência de autoridade e limites definidos e respeitados no âmbito familiar.
5.	Ausência de relações de cooperação entre família escolar.","1.	Pertencimento e valorização do aluno pela escola.
2.	Presença de regras claras e referências de autoridades na escola.
3.	Presença de afetividade e confiança no ambiente escolar.
4.	Relações abertas, honestas, sem atitudes negativas, punitivas, preconceituosas e excludentes. 
5.	Estímulo e exercício dos princípios de altruísmo e cooperação.",3,PUD002-2014.1-A
